# Fourier-transform spectra: 
# sigma: Conductivity
# eps: Dielectric constant
# 1:Energy[eV] 2:Re(sigma_x)[1/fs*V*Angstrom] 3:Re(sigma_y)[1/fs*V*Angstrom] 4:Re(sigma_z)[1/fs*V*Angstrom] 5:Im(sigma_x)[1/fs*V*Angstrom] 6:Im(sigma_y)[1/fs*V*Angstrom] 7:Im(sigma_z)[1/fs*V*Angstrom] 8:Re(eps_x)[none] 9:Re(eps_y)[none] 10:Re(eps_z)[none] 11:Im(eps_x)[none] 12:Im(eps_y)[none] 13:Im(eps_z)[none]
      0.88000000  0.121047477099460E-008  0.403215600629259E-008 -0.153790548065020E-002  0.181951142585076E-008 -0.110615914611202E-008 -0.426455116959658E-001  0.999999534629992E+000  0.100000028291842E+001  0.119072918324837E+002  0.309598854792168E-006  0.103129029353154E-005 -0.393344650377702E+000
      0.89000000  0.122801002263312E-008  0.403948267102484E-008 -0.153433686335352E-002  0.181830647371038E-008 -0.111504102580956E-008 -0.432071115854211E-001  0.999999540163592E+000  0.100000028198572E+001  0.119267624960792E+002  0.310554752857964E-006  0.102155562206591E-005 -0.388022570351590E+000
      0.90000000  0.124318060626727E-008  0.404864693906898E-008 -0.153168985262130E-002  0.181826552726928E-008 -0.112497035924766E-008 -0.437697665151837E-001  0.999999545283126E+000  0.100000028133570E+001  0.119460643256609E+002  0.310898046026703E-006  0.101249682955393E-005 -0.383049236690322E+000
      0.91000000  0.125597692984486E-008  0.405978487061098E-008 -0.152999657005786E-002  0.181898100863140E-008 -0.113570437890035E-008 -0.443337066480057E-001  0.999999550103051E+000  0.100000028089899E+001  0.119652598143986E+002  0.310646557617783E-006  0.100412528666417E-005 -0.378421097045309E+000
      0.92000000  0.126645225567898E-008  0.407299668192078E-008 -0.152925482137417E-002  0.182005501615517E-008 -0.114698521249765E-008 -0.448991592964039E-001  0.999999554730483E+000  0.100000028060556E+001  0.119844080410687E+002  0.309832713104364E-006  0.996443100611024E-006 -0.374126358265487E+000
      0.93000000  0.127471952297281E-008  0.408834556416895E-008 -0.152942990314319E-002  0.182110905313699E-008 -0.115854540542525E-008 -0.454663432464771E-001  0.999999559263234E+000  0.100000028038604E+001  0.120035634798989E+002  0.308501986052827E-006  0.989443327325027E-006 -0.370145866714181E+000
      0.94000000  0.128094672998465E-008  0.410585732961326E-008 -0.153045728539993E-002  0.182179295174825E-008 -0.117011342170571E-008 -0.460354635954405E-001  0.999999563788170E+000  0.100000028017307E+001  0.120227750093852E+002  0.306711098376491E-006  0.983110368186769E-006 -0.366454142108579E+000
      0.95000000  0.128535105079444E-008  0.412552085064653E-008 -0.153224605455909E-002  0.182179279499592E-008 -0.118141900687015E-008 -0.466067072254669E-001  0.999999568379911E+000  0.100000027990240E+001  0.120420851344647E+002  0.304526034458631E-006  0.977420529548935E-006 -0.363020526198942E+000
      0.96000000  0.128819188590112E-008  0.414728924196597E-008 -0.153468298587381E-002  0.182083767353964E-008 -0.119219830559855E-008 -0.471802390137585E-001  0.999999573099884E+000  0.100000027951399E+001  0.120615294299128E+002  0.302019929426698E-006  0.972342721515023E-006 -0.359810407252899E+000
      0.97000000  0.128976306403503E-008  0.417108172289023E-008 -0.153763710346500E-002  0.181870515078046E-008 -0.120219863836913E-008 -0.477561988545462E-001  0.999999577995737E+000  0.100000027895283E+001  0.120811362065663E+002  0.299270891100453E-006  0.967839271313063E-006 -0.356786481932151E+000
      0.98000000  0.129038442443816E-008  0.419678608578963E-008 -0.154096457889795E-002  0.181522534770690E-008 -0.121118285414875E-008 -0.483346995435363E-001  0.999999583101102E+000  0.100000027816976E+001  0.121009263960578E+002  0.296359813003597E-006  0.963866826075687E-006 -0.353910017664854E+000
      0.99000000  0.129039301444239E-008  0.422426168782459E-008 -0.154451381639461E-002  0.181028359752030E-008 -0.121893319000115E-008 -0.489158255499273E-001  0.999999588435699E+000  0.100000027712199E+001  0.121209136443234E+002  0.293368232458938E-006  0.960377319879267E-006 -0.351142080941825E+000
      1.00000000  0.129013413661296E-008  0.425334287676407E-008 -0.154813057394271E-002  0.180382165807675E-008 -0.122525458301254E-008 -0.494996326761061E-001  0.999999594005760E+000  0.100000027577355E+001  0.121411045992936E+002  0.290376283338816E-006  0.957318980461096E-006 -0.348444699994426E+000
      1.01000000  0.128995247332160E-008  0.428384275757840E-008 -0.155166297458781E-002  0.179583750674774E-008 -0.122997739476297E-008 -0.500861485811214E-001  0.999999599804741E+000  0.100000027409558E+001  0.121614993739834E+002  0.287460787689196E-006  0.954637352071760E-006 -0.345781933930191E+000
      1.02000000  0.129018350480300E-008  0.431555720471238E-008 -0.155496627082696E-002  0.178638377656618E-008 -0.123295952335699E-008 -0.506753741216111E-001  0.999999605814296E+000  0.100000027206641E+001  0.121820921627220E+002  0.284693524371598E-006  0.952276312371868E-006 -0.343120824497196E+000
      1.03000000  0.129114542008073E-008  0.434826902533997E-008 -0.155790723686586E-002  0.177556492373576E-008 -0.123408789243544E-008 -0.512672854434778E-001  0.999999612005466E+000  0.100000026967156E+001  0.122028719855382E+002  0.282139706262105E-006  0.950179063084405E-006 -0.340432211087003E+000
      1.04000000  0.129313169926910E-008  0.438175218133233E-008 -0.156036807817435E-002  0.176353324409878E-008 -0.123327932032445E-008 -0.518618367397661E-001  0.999999618340052E+000  0.100000026690357E+001  0.122238235337787E+002  0.279856690601993E-006  0.948289076200693E-006 -0.337691394252946E+000
      1.05000000  0.129640452139167E-008  0.441577598194726E-008 -0.156224976477311E-002  0.175048387946335E-008 -0.123048078527225E-008 -0.524589635751731E-001  0.999999624772127E+000  0.100000026376175E+001  0.122449280888667E+002  0.277892939997582E-006  0.946550979841347E-006 -0.334878637786059E+000
      1.06000000  0.130118912477971E-008  0.445010916515352E-008 -0.156347471351782E-002  0.173664897339742E-008 -0.122566911435425E-008 -0.530585866657604E-001  0.999999631249639E+000  0.100000026025175E+001  0.122661644857102E+002  0.276287244496947E-006  0.944911370327534E-006 -0.331979504141357E+000
      1.07000000  0.130766921813906E-008  0.448452379279777E-008 -0.156398876477159E-002  0.172229114995497E-008 -0.121885013390953E-008 -0.536606159938783E-001  0.999999637716072E+000  0.100000025638511E+001  0.122875100925995E+002  0.275068208296569E-006  0.943319539557322E-006 -0.328985022629736E+000
      1.08000000  0.131598351031635E-008  0.451879889324540E-008 -0.156376241971428E-002  0.170769649768885E-008 -0.121005732816850E-008 -0.542649551331748E-001  0.999999644112112E+000  0.100000025217874E+001  0.123089417804483E+002  0.274253998103820E-006  0.941728109345193E-006 -0.325891694180916E+000
      1.09000000  0.132622339646886E-008  0.455272379441465E-008 -0.156279132559175E-002  0.169316724524314E-008 -0.119935005994696E-008 -0.548715056568469E-001  0.999999650377289E+000  0.100000024765422E+001  0.123304368558699E+002  0.273852344137247E-006  0.940093566912994E-006 -0.322701340551043E+000
      1.10000000  0.133843180851848E-008  0.458610110001084E-008 -0.156109601692238E-002  0.167901431394388E-008 -0.118681141286559E-008 -0.554801715039559E-001  0.999999656451554E+000  0.100000024283725E+001  0.123519739347790E+002  0.273860779300178E-006  0.938376698166336E-006 -0.319420809514378E+000
      1.11000000  0.135260320917900E-008  0.461874927198741E-008 -0.155872094053003E-002  0.166554992737788E-008 -0.117254571849621E-008 -0.560908631834892E-001  0.999999662276756E+000  0.100000023775687E+001  0.123735337358703E+002  0.274267097308143E-006  0.936542917705326E-006 -0.316061550772215E+000
      1.12000000  0.136868468214354E-008  0.465050479256702E-008 -0.155573281081346E-002  0.165308044832387E-008 -0.115667583416718E-008 -0.567035017037093E-001  0.999999667798000E+000  0.100000023244484E+001  0.123950997763845E+002  0.275050006557436E-006  0.934562496664806E-006 -0.312639079985688E+000
      1.13000000  0.138657804678747E-008  0.468122388931013E-008 -0.155221835843887E-002  0.164189960002860E-008 -0.113934023794411E-008 -0.573180221248924E-001  0.999999672964853E+000  0.100000022693489E+001  0.124166589559164E+002  0.276179953338942E-006  0.932410691424266E-006 -0.309172350448445E+000
      1.14000000  0.140614290446614E-008  0.471078381651077E-008 -0.154828155031006E-002  0.163228221222536E-008 -0.112069000663634E-008 -0.579343766464868E-001  0.999999677732380E+000  0.100000022126205E+001  0.124382020175752E+002  0.277620085653222E-006  0.930067777947548E-006 -0.305683053441551E+000
      1.15000000  0.142720050555616E-008  0.473908369543649E-008 -0.154404037089819E-002  0.162447861305191E-008 -0.110088574068568E-008 -0.585525371546141E-001  0.999999682062004E+000  0.100000021546200E+001  0.124597238794649E+002  0.279327327372992E-006  0.927518997989251E-006 -0.302194869242235E+000
      1.16000000  0.144953831208405E-008  0.476604492445553E-008 -0.153962326457514E-002  0.161870976675919E-008 -0.108009449661739E-008 -0.591724971722715E-001  0.999999685922176E+000  0.100000020957045E+001  0.124812238331240E+002  0.281253531810121E-006  0.924754424628888E-006 -0.298732691098182E+000
      1.17000000  0.147291512028457E-008  0.479161117777203E-008 -0.153516534530694E-002  0.161516323444746E-008 -0.105848678353332E-008 -0.597942731721288E-001  0.999999689288853E+000  0.100000020362254E+001  0.125027056091721E+002  0.283346683839764E-006  0.921768755560702E-006 -0.295321844244770E+000
      1.18000000  0.149706660079949E-008  0.481574801822199E-008 -0.153080448383651E-002  0.161399001166628E-008 -0.103623367507665E-008 -0.604179052299617E-001  0.999999692145780E+000  0.100000019765234E+001  0.125241773138489E+002  0.285552120560757E-006  0.918561043279687E-006 -0.291987321265459E+000
      1.19000000  0.152171111143426E-008  0.483844215529514E-008 -0.152667738329174E-002  0.161530227319596E-008 -0.101350408257217E-008 -0.610434570150652E-001  0.999999694484592E+000  0.100000019169237E+001  0.125456512433524E+002  0.287813741961208E-006  0.915134371770349E-006 -0.288753053816236E+000
      1.20000000  0.154655563830270E-008  0.485970038419981E-008 -0.152291575203488E-002  0.161917203228880E-008 -0.990462228825408E-009 -0.616710151319827E-001  0.999999696304733E+000  0.100000018577315E+001  0.125671435857896E+002  0.290075185131539E-006  0.911495489536770E-006 -0.285641239002609E+000
      1.21000000  0.157130172559011E-008  0.487954824536591E-008 -0.151964267764715E-002  0.162563069964421E-008 -0.967265355521386E-009 -0.623006878451185E-001  0.999999697613222E+000  0.100000017992294E+001  0.125886740231173E+002  0.292280938134976E-006  0.907654408827692E-006 -0.282671736572967E+000
      1.22000000  0.159565126175584E-008  0.489802844629708E-008 -0.151696929840064E-002  0.163466950692002E-008 -0.944061690467322E-009 -0.629326032338469E-001  0.999999698424257E+000  0.100000017416738E+001  0.126102652475922E+002  0.294377372612432E-006  0.903623980728263E-006 -0.279861550640779E+000
      1.23000000  0.161931200041383E-008  0.491519908917446E-008 -0.151499185863317E-002  0.164624074107613E-008 -0.920988694228261E-009 -0.635669068402232E-001  0.999999698758703E+000  0.100000016852932E+001  0.126319424089619E+002  0.296313677465833E-006  0.899419455434027E-006 -0.277224406938050E+000
      1.24000000  0.164200270695714E-008  0.493113174813537E-008 -0.151378922243065E-002  0.166025971966490E-008 -0.898171599152673E-009 -0.642037588839904E-001  0.999999698643459E+000  0.100000016302864E+001  0.126537325098635E+002  0.298042679431372E-006  0.895058036516219E-006 -0.274770433712411E+000
      1.25000000  0.166345783677435E-008  0.494590943977703E-008 -0.151342090625140E-002  0.167660742360321E-008 -0.875722247501594E-009 -0.648433311299747E-001  0.999999698110751E+000  0.100000015768219E+001  0.126756637676529E+002  0.299521539923887E-006  0.890558437356453E-006 -0.272505951381632E+000
      1.26000000  0.168343166716050E-008  0.495962452925198E-008 -0.151392567598843E-002  0.169513369318179E-008 -0.853738229487709E-009 -0.654858035009490E-001  0.999999697197340E+000  0.100000015250373E+001  0.126977649611554E+002  0.300712321111310E-006  0.885940447198299E-006 -0.270433373030452E+000
      1.27000000  0.170170182226056E-008  0.497237661243007E-008 -0.151532073786273E-002  0.171566088519939E-008 -0.832302316587893E-009 -0.661313605344387E-001  0.999999695943701E+000  0.100000014750395E+001  0.127200647806214E+002  0.301582417676241E-006  0.881224513458767E-006 -0.268551214849446E+000
      1.28000000  0.171807214810904E-008  0.498427041210068E-008 -0.151760153589198E-002  0.173798788418668E-008 -0.811482180584314E-009 -0.667801877846642E-001  0.999999694393174E+000  0.100000014269058E+001  0.127425911985061E+002  0.302104854059974E-006  0.876431346087775E-006 -0.266854212744471E+000
      1.29000000  0.173237491257191E-008  0.499541372319003E-008 -0.152074215191872E-002  0.176189435865776E-008 -0.791330384464103E-009 -0.674324682707905E-001  0.999999692591105E+000  0.100000013806844E+001  0.127653708775946E+002  0.302258450092621E-006  0.871581548881469E-006 -0.265333538654779E+000
      1.30000000  0.174447232230707E-008  0.500591543857759E-008 -0.152469628774982E-002  0.178714515407989E-008 -0.771884627599199E-009 -0.680883790699647E-001  0.999999690584012E+000  0.100000013363965E+001  0.127884286315119E+002  0.302027860731321E-006  0.866695281766323E-006 -0.263977107670616E+000
      1.31000000  0.175425736532926E-008  0.501588368341816E-008 -0.152939879325054E-002  0.181349471759844E-008 -0.753168224549049E-009 -0.687480881483042E-001  0.999999688418779E+000  0.100000012940378E+001  0.128117869508255E+002  0.301403498108721E-006  0.861791957193770E-006 -0.262769964886223E+000
      1.32000000  0.176165400302930E-008  0.502542408201238E-008 -0.153476768968501E-002  0.184069145525516E-008 -0.735190794379961E-009 -0.694117515152725E-001  0.999999686141901E+000  0.100000012535810E+001  0.128354656058298E+002  0.300381346199542E-006  0.856889972936056E-006 -0.261694739113577E+000
      1.33000000  0.176661674924624E-008  0.503463817731356E-008 -0.154070662453274E-002  0.186848193020623E-008 -0.717949135559788E-009 -0.700795107769118E-001  0.999999683798783E+000  0.100000012149777E+001  0.128594813347481E+002  0.298962680119647E-006  0.852006482766883E-006 -0.260732149146062E+000
      1.34000000  0.176912968597136E-008  0.504362201919346E-008 -0.154710768279177E-002  0.189661481995937E-008 -0.701428260238956E-009 -0.707514911515016E-001  0.999999681433124E+000  0.100000011781613E+001  0.128838476235679E+002  0.297153703367112E-006  0.847157205755864E-006 -0.259861547231268E+000
      1.35000000  0.176920497528552E-008  0.505246493369443E-008 -0.155385447067888E-002  0.192484456155821E-008 -0.685602561032053E-009 -0.714277999976880E-001  0.999999679086364E+000  0.100000011430492E+001  0.129085745811005E+002  0.294965117196997E-006  0.842356274213161E-006 -0.259061483803993E+000
      1.36000000  0.176688093506769E-008  0.506124848172989E-008 -0.156082538087831E-002  0.195293462558441E-008 -0.670437083223819E-009 -0.721085258903189E-001  0.999999676797231E+000  0.100000011095462E+001  0.129336689101971E+002  0.292411636800193E-006  0.837616119695371E-006 -0.258310277350084E+000
      1.37000000  0.176221975179760E-008  0.507004561211810E-008 -0.156789694425753E-002  0.198066037245741E-008 -0.655888875589899E-009 -0.727937382635715E-001  0.999999674601369E+000  0.100000010775464E+001  0.129591339734233E+002  0.289511469050446E-006  0.832947395930486E-006 -0.257586573518238E+000
      1.38000000  0.175530490740500E-008  0.507892001048456E-008 -0.157494717135396E-002  0.200781145742829E-008 -0.641908393693456E-009 -0.734834876248226E-001  0.999999672531058E+000  0.100000010469363E+001  0.129849699489663E+002  0.286285766319775E-006  0.828358937039605E-006 -0.256869878254261E+000
      1.39000000  0.174623839864320E-008  0.508792564248270E-008 -0.158185878799532E-002  0.203419376354328E-008 -0.628440930538032E-009 -0.741778063265582E-001  0.999999670615018E+000  0.100000010175973E+001  0.130111740701713E+002  0.282758070274869E-006  0.823857749026847E-006 -0.256141050780026E+000
      1.40000000  0.173513782698866E-008  0.509710648698252E-008 -0.158852227311349E-002  0.205963085437537E-008 -0.615428050772054E-009 -0.748767098678702E-001  0.999999668878311E+000  0.100000009894082E+001  0.130377409399527E+002  0.278953758695596E-006  0.819449032174648E-006 -0.255382743643901E+000
      1.41000000  0.172213343474011E-008  0.510649645237643E-008 -0.159483861305141E-002  0.208396495019833E-008 -0.602809006196136E-009 -0.755801986821561E-001  0.999999667342306E+000  0.100000009622477E+001  0.130646629094380E+002  0.274899507245107E-006  0.815136231716571E-006 -0.254579778790176E+000
      1.42000000  0.170736515899524E-008  0.511611946695884E-008 -0.160072169530101E-002  0.210705744225666E-008 -0.590522112072081E-009 -0.762882603539289E-001  0.999999666024732E+000  0.100000009359962E+001  0.130919305086266E+002  0.270622776815716E-006  0.810921113960254E-006 -0.253719450586919E+000
      1.43000000  0.169097976973908E-008  0.512598973245040E-008 -0.160610027539143E-002  0.212878896965509E-008 -0.578506065624360E-009 -0.770008721955533E-001  0.999999664939795E+000  0.100000009105382E+001  0.131195329156311E+002  0.266151335623476E-006  0.806803864894498E-006 -0.252791748955471E+000
      1.44000000  0.167312815162234E-008  0.513611212815309E-008 -0.161091946332932E-002  0.214905909198761E-008 -0.566701190118618E-009 -0.777180041045535E-001  0.999999664098347E+000  0.100000008857638E+001  0.131474584502197E+002  0.261512823674463E-006  0.802783208231589E-006 -0.251789498108028E+000
      1.45000000  0.165396278139475E-008  0.514648275192976E-008 -0.161514169021031E-002  0.216778559802656E-008 -0.555050589958735E-009 -0.784396216142272E-001  0.999999663508111E+000  0.100000008615705E+001  0.131756950769421E+002  0.256734365623468E-006  0.798856539803513E-006 -0.250708408854571E+000
      1.46000000  0.163363544464644E-008  0.515708958318734E-008 -0.161874713100442E-002  0.218490349652374E-008 -0.543501204331252E-009 -0.791656890448101E-001  0.999999663173945E+000  0.100000008378648E+001  0.132042309030798E+002  0.251842236434467E-006  0.795020075243216E-006 -0.249547044923637E+000
      1.47000000  0.161229522675572E-008  0.516791325229172E-008 -0.162173357566297E-002  0.220036373940444E-008 -0.532004749013231E-009 -0.798961726596435E-001  0.999999663098131E+000  0.100000008145626E+001  0.132330546570386E+002  0.246861582671878E-006  0.791269007933989E-006 -0.248306706189202E+000
      1.48000000  0.159008680399455E-008  0.517892790033736E-008 -0.162411575713960E-002  0.221413173037612E-008 -0.520518538023415E-009 -0.806310437306927E-001  0.999999663280695E+000  0.100000007915908E+001  0.132621561335601E+002  0.241816200737988E-006  0.787597674296427E-006 -0.246991234040545E+000
